case_type,amount_due,days_overdue,npa_status,payment_history_score,total_past_defaults,failure_reason,recovered
loan,36816.4,37,SMA-1,0.8595,0,missed_emi,0
transaction,3960.9,23,SMA-1,0.6401,1,insufficient_funds,1
transaction,5418.35,96,SMA-2,0.9158,0,card_declined,0
transaction,16309.24,90,NPA,0.7514,1,card_declined,0
transaction,18969.83,12,SMA-0,0.5633,1,otp_failure,0
transaction,3150.69,1,SMA-1,0.3086,3,otp_failure,0
loan,27394.23,6,SMA-0,0.7972,1,missed_emi,0
transaction,4676.44,23,Standard,0.3245,3,card_declined,0
loan,7703.29,113,NPA,0.5824,3,insufficient_funds,0
transaction,6847.32,49,SMA-1,0.8361,0,bank_downtime,1
transaction,3301.91,31,SMA-2,0.4631,5,card_declined,0
transaction,14343.69,95,SMA-2,0.6908,1,insufficient_funds,0
loan,29017.64,38,SMA-1,0.6157,0,missed_emi,0
transaction,3304.77,25,SMA-0,0.4382,2,insufficient_funds,0
loan,5415.87,105,NPA,0.7044,2,missed_emi,0
transaction,16259.06,88,SMA-2,0.7999,1,insufficient_funds,0
loan,12928.75,87,SMA-2,0.1648,3,missed_emi,0
transaction,12321.22,44,SMA-1,0.3777,5,bank_downtime,0
loan,20161.49,78,SMA-2,0.7538,2,missed_emi,0
transaction,11916.98,14,SMA-0,0.4494,3,insufficient_funds,1
loan,19204.41,51,SMA-1,0.2074,4,missed_emi,0
transaction,2195.32,116,NPA,0.6481,2,otp_failure,0
transaction,4847.53,23,SMA-0,0.6719,1,bank_downtime,1
transaction,4167.14,79,SMA-2,0.4212,2,insufficient_funds,0
loan,24260.87,42,SMA-1,0.3673,4,missed_emi,0
transaction,13336.53,3,SMA-0,0.6185,0,insufficient_funds,0
loan,16871.27,75,SMA-2,0.6214,0,bank_downtime,0
transaction,735.36,13,SMA-0,0.2864,2,bank_downtime,1
transaction,10619.28,58,SMA-1,0.7882,1,bank_downtime,0
transaction,12312.31,6,SMA-0,0.6033,0,bank_downtime,1
loan,48329.17,107,NPA,0.4541,3,insufficient_funds,0
loan,31526.19,23,SMA-0,0.8371,1,missed_emi,0
loan,26202.77,18,SMA-0,0.8351,0,insufficient_funds,0
transaction,11681.33,10,SMA-0,0.6852,2,insufficient_funds,1
loan,46755.53,106,NPA,0.2778,3,missed_emi,0
loan,42277.02,68,SMA-2,0.8507,0,missed_emi,0
transaction,6798.09,72,SMA-2,0.9223,0,card_declined,0
loan,15676.45,43,SMA-1,0.8013,0,insufficient_funds,0
loan,16818.51,41,SMA-1,0.6689,2,insufficient_funds,0
loan,27698.95,8,SMA-0,0.4879,2,missed_emi,0
loan,38482.23,49,SMA-1,0.5884,2,missed_emi,0
transaction,10312.77,19,SMA-0,0.2781,0,otp_failure,0
transaction,1822.03,114,SMA-2,0.6987,3,card_declined,0
loan,37561.13,79,SMA-2,0.7702,2,insufficient_funds,0
transaction,16216.42,34,SMA-1,0.5277,2,otp_failure,0
loan,18027.4,11,SMA-0,0.6593,3,insufficient_funds,0
loan,34885.66,78,NPA,0.6583,1,missed_emi,0
loan,24196.64,9,SMA-0,0.7336,1,missed_emi,1
loan,45010.37,14,SMA-0,0.4752,2,missed_emi,0
transaction,16981.9,16,SMA-0,0.1362,4,insufficient_funds,0
transaction,10745.92,49,SMA-1,0.6681,2,card_declined,0
transaction,13984.36,78,SMA-2,0.654,2,otp_failure,0
transaction,17725.32,25,SMA-0,0.6892,1,insufficient_funds,0
transaction,10166.48,6,Standard,0.2221,1,card_declined,0
transaction,6608.39,40,SMA-0,0.82,0,insufficient_funds,1
loan,38914.98,73,SMA-2,0.8014,1,insufficient_funds,0
loan,14902.98,17,SMA-1,0.6156,0,missed_emi,0
transaction,8076.36,17,SMA-0,0.4884,2,insufficient_funds,0
transaction,17381.68,107,NPA,0.6666,2,card_declined,0
loan,37599.01,108,NPA,0.6639,0,insufficient_funds,0
transaction,8374.31,118,NPA,0.0799,5,card_declined,0
transaction,4687.52,81,SMA-2,0.7087,0,card_declined,0
transaction,7441.38,14,SMA-0,0.3242,3,insufficient_funds,0
transaction,6040.03,16,SMA-0,0.5792,3,otp_failure,1
transaction,3933.74,28,SMA-0,0.6714,1,card_declined,1
loan,38449.98,26,Standard,0.8282,0,insufficient_funds,0
transaction,5415.36,109,NPA,0.3547,4,insufficient_funds,0
transaction,9356.27,78,SMA-1,0.4593,0,insufficient_funds,0
transaction,8024.26,69,SMA-2,0.5664,2,bank_downtime,1
transaction,19650.51,14,Standard,0.7264,1,otp_failure,1
loan,22599.15,99,NPA,0.851,0,missed_emi,0
loan,8599.21,84,SMA-2,0.3115,3,insufficient_funds,0
loan,9042.16,12,Standard,0.8009,0,insufficient_funds,1
transaction,12019.7,92,NPA,0.2504,2,card_declined,0
loan,31971.36,22,SMA-0,0.598,2,missed_emi,0
loan,23844.15,6,SMA-0,0.5563,0,missed_emi,1
loan,24432.97,61,SMA-2,0.6057,0,insufficient_funds,0
transaction,1551.69,60,SMA-2,0.4903,2,otp_failure,0
transaction,10572.66,7,SMA-0,0.456,2,otp_failure,0
transaction,10342.42,26,Standard,0.1905,3,otp_failure,0
loan,11729.72,118,NPA,0.5406,2,insufficient_funds,0
transaction,2524.87,63,SMA-2,0.3388,3,card_declined,0
transaction,2909.66,70,SMA-2,0.6136,1,card_declined,0
loan,9546.27,16,SMA-0,0.6025,1,missed_emi,0
loan,32436.87,6,SMA-0,0.7026,3,missed_emi,1
loan,13841.72,22,SMA-0,0.7594,1,bank_downtime,1
transaction,5402.89,20,SMA-0,0.779,2,card_declined,0
loan,12810.75,18,SMA-0,0.6718,1,missed_emi,0
transaction,19177.79,15,SMA-0,0.8633,1,bank_downtime,1
transaction,17165.04,51,SMA-1,0.6842,1,card_declined,0
transaction,4994.65,27,SMA-0,0.6072,1,card_declined,0
transaction,6887.54,83,SMA-2,0.416,3,bank_downtime,0
transaction,4592.91,14,SMA-0,0.6369,1,bank_downtime,1
loan,27134.42,40,SMA-1,0.5781,2,bank_downtime,0
transaction,882.41,1,SMA-0,0.8706,0,otp_failure,1
loan,35211.56,41,SMA-1,0.896,1,missed_emi,0
transaction,10701.58,4,SMA-0,0.4896,3,bank_downtime,1
transaction,18023.46,114,NPA,0.5805,2,card_declined,0
transaction,3705.66,79,SMA-1,0.6231,1,otp_failure,1
transaction,16180.13,42,SMA-1,0.5493,2,otp_failure,0
transaction,15943.24,6,SMA-0,0.5734,1,insufficient_funds,0
transaction,2980.03,53,SMA-1,0.6292,1,insufficient_funds,0
transaction,8271.9,74,SMA-2,0.4523,2,insufficient_funds,0
transaction,3817.98,15,SMA-0,0.8263,0,otp_failure,1
transaction,5467.05,50,SMA-1,0.4512,2,card_declined,1
loan,16846.08,82,SMA-2,0.3867,2,missed_emi,0
transaction,11346.61,75,SMA-2,0.7192,1,otp_failure,0
loan,23513.49,80,SMA-2,0.936,2,missed_emi,0
loan,47647.98,93,NPA,0.7571,0,missed_emi,0
loan,10686.66,105,NPA,0.42,2,bank_downtime,0
loan,48816.15,34,SMA-1,0.7284,1,insufficient_funds,1
transaction,4997.45,50,SMA-1,0.6234,3,card_declined,0
loan,39779.33,79,SMA-2,0.6138,1,insufficient_funds,0
loan,20253.65,66,SMA-2,0.1067,4,insufficient_funds,0
transaction,3290.09,119,NPA,0.4333,3,insufficient_funds,0
transaction,17228.84,1,SMA-0,0.3472,2,card_declined,1
transaction,6522.79,29,SMA-0,0.6583,1,bank_downtime,1
loan,34648.49,22,SMA-0,0.7348,1,missed_emi,0
loan,30489.97,21,Standard,0.3905,3,missed_emi,0
transaction,9699.25,17,SMA-0,0.5945,1,card_declined,0
transaction,10168.48,67,SMA-2,0.7732,1,card_declined,0
transaction,14778.64,6,Standard,0.9507,0,card_declined,1
transaction,2211.57,72,NPA,0.5551,2,card_declined,0
loan,35068.13,65,SMA-2,0.8426,2,insufficient_funds,0
transaction,17968.34,20,SMA-0,0.4964,1,card_declined,0
transaction,1626.87,20,SMA-0,0.1062,2,insufficient_funds,0
transaction,3242.74,57,SMA-1,0.5213,5,card_declined,0
loan,37248.44,74,NPA,0.7997,1,insufficient_funds,1
transaction,9026.99,93,NPA,0.6115,2,card_declined,0
loan,23159.69,88,SMA-2,0.6117,0,bank_downtime,0
transaction,3170.85,111,NPA,0.6497,2,card_declined,0
transaction,10382.02,52,SMA-0,0.5498,3,insufficient_funds,1
transaction,2967.63,99,NPA,0.8329,0,insufficient_funds,0
transaction,9794.1,81,NPA,0.3624,2,bank_downtime,0
transaction,15390.5,96,NPA,0.7214,1,insufficient_funds,0
loan,16621.9,0,Standard,0.9374,0,insufficient_funds,1
loan,26635.38,111,NPA,0.634,4,missed_emi,0
loan,49640.72,40,SMA-1,0.7365,1,missed_emi,0
transaction,13889.68,80,SMA-2,0.5232,3,card_declined,0
loan,42861.05,9,SMA-0,0.7473,2,insufficient_funds,0
transaction,8589.53,33,SMA-2,0.8112,0,otp_failure,1
transaction,15473.29,21,SMA-0,0.9349,1,insufficient_funds,1
transaction,1289.93,23,SMA-0,0.3015,2,insufficient_funds,1
transaction,2896.77,9,SMA-0,0.6743,1,card_declined,0
loan,14138.18,81,SMA-2,0.419,4,missed_emi,0
transaction,8338.06,0,SMA-0,0.8059,0,card_declined,1
transaction,16992.03,25,SMA-0,0.8234,0,card_declined,0
loan,20581.97,13,SMA-0,0.7409,2,missed_emi,0
transaction,13265.11,53,SMA-1,0.7233,1,insufficient_funds,0
transaction,14331.63,20,SMA-0,0.6119,1,otp_failure,0
transaction,11930.56,20,SMA-0,0.9233,1,card_declined,0
loan,21075.89,42,SMA-1,0.398,1,missed_emi,0
loan,30967.4,60,SMA-1,0.6443,2,insufficient_funds,0
transaction,7174.18,9,SMA-0,0.6993,2,bank_downtime,1
transaction,2135.54,13,SMA-1,0.7258,0,insufficient_funds,0
transaction,19859.68,19,SMA-0,0.9351,0,insufficient_funds,1
loan,10723.21,113,NPA,0.4707,2,insufficient_funds,0
transaction,1910.79,33,SMA-0,0.5509,0,insufficient_funds,0
transaction,17631.35,54,SMA-1,0.5532,2,insufficient_funds,0
transaction,6385.78,19,SMA-0,0.5854,2,insufficient_funds,0
transaction,13180.79,42,SMA-1,0.862,2,insufficient_funds,0
transaction,6915.61,5,SMA-0,0.8868,0,insufficient_funds,1
loan,22615.44,2,Standard,0.7981,2,missed_emi,1
transaction,5611.2,40,SMA-1,0.78,0,insufficient_funds,0
transaction,7189.36,33,SMA-0,0.4337,1,otp_failure,0
loan,23481.52,10,SMA-0,0.7981,4,insufficient_funds,0
loan,37418.72,64,SMA-2,0.627,2,insufficient_funds,0
transaction,10474.96,118,NPA,0.4958,1,insufficient_funds,0
transaction,18899.52,33,SMA-1,0.3603,3,card_declined,0
transaction,1316.67,57,SMA-0,0.2922,3,insufficient_funds,0
loan,27638.07,110,NPA,0.5683,2,insufficient_funds,0
transaction,11892.38,85,SMA-2,0.546,3,otp_failure,0
loan,46408.86,39,SMA-2,0.4353,3,missed_emi,0
loan,7212.13,71,SMA-2,0.6679,1,missed_emi,0
transaction,11683.24,9,Standard,0.1714,4,bank_downtime,0
transaction,17145.78,44,SMA-2,0.4059,2,card_declined,0
transaction,5217.59,22,Standard,0.3726,4,otp_failure,0
transaction,17587.7,12,SMA-0,0.7058,1,insufficient_funds,0
transaction,871.35,36,SMA-1,0.7661,3,card_declined,0
loan,37960.46,10,Standard,0.5467,3,missed_emi,0
loan,46990.09,66,SMA-2,0.752,1,missed_emi,0
transaction,13315.35,39,SMA-1,0.6886,2,insufficient_funds,0
loan,24756.32,46,SMA-2,0.6648,1,bank_downtime,0
transaction,1375.18,11,SMA-0,0.3876,2,otp_failure,0
transaction,18442.22,10,SMA-1,0.2614,3,otp_failure,0
transaction,9670.78,52,SMA-1,0.7492,4,insufficient_funds,0
loan,6304.85,116,NPA,0.6934,1,missed_emi,0
loan,36041.95,7,SMA-0,0.5052,2,insufficient_funds,0
loan,26682.68,23,SMA-0,0.4616,2,missed_emi,0
transaction,2924.73,91,NPA,0.6414,1,insufficient_funds,0
transaction,4678.3,5,SMA-0,0.8711,1,insufficient_funds,0
transaction,1757.57,92,SMA-2,0.9024,1,otp_failure,0
transaction,11698.72,46,SMA-1,0.4433,1,otp_failure,1
loan,32991.33,34,SMA-1,0.8265,0,bank_downtime,1
loan,27758.4,25,SMA-0,0.704,1,insufficient_funds,0
loan,41769.6,24,SMA-0,0.3585,3,insufficient_funds,0
transaction,17289.67,25,SMA-0,0.5523,3,otp_failure,0
transaction,12504.68,94,NPA,0.4288,1,insufficient_funds,0
transaction,748.75,69,SMA-2,0.2456,4,otp_failure,0
transaction,14056.98,62,SMA-2,0.7291,1,bank_downtime,1
transaction,8650.98,80,SMA-2,0.5943,2,otp_failure,0
loan,30450.09,20,SMA-0,0.7418,1,missed_emi,1
loan,34208.63,56,SMA-1,0.807,0,missed_emi,0
transaction,7329.61,39,SMA-1,0.9466,0,card_declined,1
transaction,18383.42,77,SMA-2,0.7075,2,otp_failure,1
transaction,3112.51,25,SMA-0,0.2452,3,card_declined,1
transaction,13594.48,59,SMA-1,0.8013,1,card_declined,0
loan,5196.18,94,NPA,0.3744,3,missed_emi,0
transaction,18530.7,33,SMA-0,0.839,0,bank_downtime,0
transaction,2693.83,5,Standard,0.5926,2,bank_downtime,0
transaction,2350.24,45,SMA-1,0.6333,2,insufficient_funds,0
loan,19985.34,28,SMA-1,0.6911,1,missed_emi,0
transaction,7784.54,63,SMA-2,0.8536,1,otp_failure,0
transaction,4678.85,108,NPA,0.734,1,insufficient_funds,0
transaction,11909.87,42,SMA-1,0.1623,3,insufficient_funds,0
loan,24931.13,40,SMA-1,0.4254,2,missed_emi,0
loan,6537.9,60,SMA-1,0.947,0,bank_downtime,1
transaction,6733.22,8,SMA-0,0.3564,4,otp_failure,0
loan,41469.48,20,SMA-0,0.4867,2,insufficient_funds,1
loan,36036.57,101,NPA,0.9486,0,insufficient_funds,0
loan,37619.19,62,SMA-2,0.7516,1,insufficient_funds,0
loan,36415.26,1,SMA-0,0.5134,2,missed_emi,0
loan,18993.79,16,Standard,0.6407,1,missed_emi,1
transaction,2443.45,64,SMA-2,0.5465,3,insufficient_funds,0
loan,17261.02,75,SMA-2,0.5702,1,missed_emi,0
transaction,16719.81,86,SMA-2,0.5225,4,insufficient_funds,0
loan,49121.19,23,SMA-0,0.6743,1,insufficient_funds,0
transaction,10130.02,103,NPA,0.4507,2,insufficient_funds,0
loan,5436.52,49,SMA-1,0.804,2,insufficient_funds,1
loan,11302.02,66,SMA-2,0.5448,3,missed_emi,0
transaction,6780.57,54,SMA-1,0.3896,1,insufficient_funds,0
loan,31036.34,9,SMA-0,0.5057,2,missed_emi,0
transaction,1964.33,110,NPA,0.771,1,insufficient_funds,1
loan,47451.08,9,SMA-0,0.5515,2,missed_emi,0
transaction,7619.13,20,SMA-0,0.382,3,insufficient_funds,0
transaction,18295.39,82,SMA-2,0.7006,1,card_declined,0
loan,40123.48,56,SMA-0,0.4801,1,missed_emi,0
transaction,15231.03,86,SMA-2,0.6171,1,card_declined,0
loan,32302.38,45,SMA-1,0.4579,0,missed_emi,0
transaction,12722.28,31,SMA-1,0.1946,4,bank_downtime,0
transaction,12941.06,101,NPA,0.4761,2,insufficient_funds,0
transaction,12760.07,2,SMA-0,0.7702,1,bank_downtime,1
transaction,11297.7,89,SMA-2,0.9216,0,card_declined,0
transaction,19735.07,18,SMA-0,0.7846,0,card_declined,0
transaction,14779.67,88,SMA-2,0.9295,2,card_declined,0
transaction,15650.45,10,SMA-0,0.689,1,card_declined,0
transaction,17513.02,52,SMA-2,0.5937,2,insufficient_funds,0
loan,14703.79,95,NPA,0.5175,4,missed_emi,0
loan,8771.19,40,SMA-1,0.9338,2,missed_emi,0
transaction,9916.44,72,SMA-2,0.3883,2,otp_failure,0
loan,28133.63,81,SMA-2,0.7141,1,missed_emi,0
transaction,16669.04,71,SMA-2,0.5027,2,insufficient_funds,0
loan,24970.26,102,NPA,0.8921,0,insufficient_funds,0
loan,30688.39,38,SMA-2,0.8404,0,missed_emi,1
loan,28718.19,13,SMA-0,0.4676,2,insufficient_funds,0
transaction,1244.95,3,SMA-0,0.633,1,insufficient_funds,0
loan,32684.67,19,SMA-0,0.6741,2,missed_emi,0
transaction,16646.84,11,SMA-0,0.4987,1,insufficient_funds,1
loan,12087.52,49,SMA-1,0.2677,4,insufficient_funds,0
transaction,12089.47,14,SMA-0,0.6227,2,otp_failure,0
loan,31712.47,2,SMA-0,0.7113,2,insufficient_funds,1
loan,12388.32,2,SMA-0,0.9807,0,bank_downtime,1
loan,10555.86,85,SMA-2,0.4867,2,missed_emi,0
transaction,19611.01,53,SMA-1,0.5509,2,insufficient_funds,0
loan,22717.36,29,SMA-0,0.5827,2,insufficient_funds,0
transaction,4934.72,96,SMA-2,0.4929,2,otp_failure,0
loan,12709.6,5,SMA-0,0.8919,1,missed_emi,1
transaction,13518.23,115,NPA,0.4835,0,card_declined,0
transaction,12384.18,56,SMA-1,0.8748,1,insufficient_funds,0
transaction,13049.27,14,SMA-0,0.2735,4,insufficient_funds,0
transaction,2216.12,63,SMA-2,0.5289,2,card_declined,0
transaction,17923.92,75,SMA-1,0.7236,1,card_declined,0
transaction,8090.69,36,SMA-1,0.4541,2,card_declined,1
transaction,6610.7,90,SMA-2,0.575,2,card_declined,0
loan,25806.27,11,SMA-0,0.6571,1,insufficient_funds,1
loan,22552.97,22,SMA-0,0.3799,0,insufficient_funds,0
transaction,17339.75,7,SMA-0,0.8875,0,card_declined,1
transaction,18620.59,16,Standard,0.4565,3,card_declined,0
transaction,6417.34,19,SMA-0,0.8153,0,otp_failure,1
transaction,17346.75,100,SMA-2,0.6241,3,insufficient_funds,0
loan,40168.54,6,SMA-0,0.6231,1,missed_emi,0
loan,46886.35,36,SMA-1,0.2222,4,missed_emi,0
transaction,5292.13,47,SMA-1,0.7638,0,card_declined,0
transaction,11750.7,97,NPA,0.3803,4,otp_failure,1
transaction,5853.62,120,SMA-2,0.7692,0,insufficient_funds,1
loan,42084.25,73,SMA-2,0.7957,0,missed_emi,0
loan,5239.59,112,NPA,0.3204,1,bank_downtime,0
transaction,11513.97,78,SMA-2,0.4417,1,bank_downtime,0
transaction,7114.47,110,NPA,0.8875,0,insufficient_funds,0
loan,19520.77,67,SMA-1,0.428,3,bank_downtime,0
loan,34020.78,6,SMA-0,0.5164,2,bank_downtime,0
transaction,17103.95,33,SMA-1,0.2739,3,otp_failure,1
transaction,12379.31,59,SMA-1,0.8038,1,card_declined,0
transaction,17136.87,29,Standard,0.7988,3,otp_failure,0
transaction,5659.64,22,SMA-0,0.5234,1,insufficient_funds,0
transaction,10630.29,51,SMA-1,0.8077,0,bank_downtime,1
transaction,9285.46,104,NPA,0.6204,0,card_declined,0
transaction,727.08,2,SMA-0,0.8384,0,card_declined,1
transaction,11357.84,75,SMA-2,0.5231,2,card_declined,0
loan,34768.59,69,SMA-2,0.5411,2,missed_emi,0
transaction,12042.33,111,NPA,0.7502,1,card_declined,0
transaction,14857.46,103,NPA,0.6843,1,card_declined,0
transaction,11641.12,74,SMA-2,0.5123,2,otp_failure,0
transaction,1801.63,45,SMA-1,0.9135,0,bank_downtime,0
loan,10240.05,16,SMA-0,0.527,1,missed_emi,1
transaction,12131.25,48,SMA-1,0.9278,0,bank_downtime,1
transaction,5862.09,75,SMA-2,0.7899,1,insufficient_funds,1
loan,8584.03,96,NPA,0.6539,2,insufficient_funds,0
transaction,8877.25,78,SMA-2,0.8119,2,insufficient_funds,0
loan,29944.52,15,Standard,0.7486,2,missed_emi,1
transaction,6910.55,54,SMA-1,0.6986,1,card_declined,0
transaction,14548.46,27,SMA-0,0.5035,1,insufficient_funds,0
transaction,13053.53,0,Standard,0.739,3,insufficient_funds,1
transaction,6989.96,15,SMA-0,0.8808,1,insufficient_funds,0
loan,38969.26,8,Standard,0.4094,3,insufficient_funds,0
loan,34191.28,87,SMA-2,0.8278,1,missed_emi,0
transaction,12930.18,20,SMA-0,0.4379,2,insufficient_funds,1
transaction,11291.84,23,SMA-0,0.611,2,bank_downtime,1
loan,5512.54,110,NPA,0.9835,0,bank_downtime,1
loan,36342.82,31,SMA-1,0.8382,0,bank_downtime,1
transaction,7832.81,0,Standard,0.3752,3,bank_downtime,1
transaction,18880.89,23,SMA-0,0.7395,1,card_declined,1
transaction,16450.7,9,SMA-0,0.2761,3,bank_downtime,0
loan,31446.25,7,SMA-0,0.8743,0,missed_emi,1
transaction,5417.55,5,SMA-0,0.8728,0,bank_downtime,1
transaction,4472.49,53,SMA-1,0.7883,1,otp_failure,0
loan,20317.32,14,Standard,0.6537,1,insufficient_funds,1
transaction,9793.07,30,SMA-0,0.3832,3,insufficient_funds,0
transaction,6273.28,90,SMA-2,0.5672,3,card_declined,0
transaction,10541.13,36,SMA-1,0.7009,1,insufficient_funds,0
transaction,3724.72,100,NPA,0.3657,3,insufficient_funds,0
transaction,19565.4,43,SMA-1,0.5708,2,insufficient_funds,0
transaction,2604.53,33,SMA-1,0.8199,0,insufficient_funds,1
transaction,18672.91,73,SMA-2,0.287,3,bank_downtime,0
transaction,18314.77,5,SMA-0,0.495,0,insufficient_funds,0
loan,28641.22,6,SMA-0,0.6082,1,bank_downtime,0
loan,37620.96,60,SMA-1,0.5269,2,missed_emi,0
transaction,9002.94,42,SMA-1,0.1422,3,otp_failure,0
transaction,12785.67,79,SMA-2,0.7574,1,bank_downtime,0
transaction,7141.23,100,NPA,0.7115,3,insufficient_funds,0
transaction,6372.6,32,SMA-1,0.8078,0,insufficient_funds,1
transaction,11775.48,54,SMA-1,0.8737,3,bank_downtime,1
loan,27415.84,43,SMA-1,0.8072,3,missed_emi,0
transaction,11800.96,115,NPA,0.9073,1,bank_downtime,0
transaction,6089.88,85,SMA-2,0.5947,3,bank_downtime,1
transaction,7655.68,99,NPA,0.9268,0,otp_failure,0
loan,8775.41,20,SMA-0,0.7569,1,insufficient_funds,0
transaction,1519.39,76,SMA-2,0.6221,3,insufficient_funds,0
loan,16405.57,21,SMA-0,0.6817,1,missed_emi,0
transaction,1947.81,16,SMA-0,0.3892,2,card_declined,0
loan,9669.86,106,NPA,0.8465,0,bank_downtime,0
loan,41581.78,1,SMA-0,0.8436,1,missed_emi,0
transaction,1258.04,111,NPA,0.5693,2,insufficient_funds,0
transaction,13349.38,11,SMA-0,0.3688,2,insufficient_funds,0
transaction,5814.88,83,SMA-2,0.7364,2,bank_downtime,1
transaction,17495.14,22,Standard,0.3637,3,card_declined,0
loan,26824.65,29,SMA-0,0.6146,1,missed_emi,0
loan,18750.94,17,Standard,0.7554,0,insufficient_funds,1
loan,28293.75,52,SMA-1,0.8527,0,bank_downtime,1
loan,22188.11,28,SMA-0,0.4056,1,missed_emi,0
transaction,11503.87,61,SMA-2,0.6665,1,insufficient_funds,0
transaction,2733.39,1,SMA-0,0.5381,3,otp_failure,1
loan,49864.57,4,SMA-0,0.932,1,bank_downtime,1
transaction,8798.34,7,SMA-0,0.9121,0,insufficient_funds,1
loan,20670.38,35,SMA-2,0.354,4,insufficient_funds,0
transaction,14349.09,82,SMA-2,0.4536,1,bank_downtime,0
transaction,7596.04,95,SMA-2,0.6158,0,insufficient_funds,0
loan,42497.34,19,SMA-0,0.8273,1,missed_emi,0
transaction,9358.28,51,SMA-1,0.8204,0,card_declined,1
loan,37380.13,75,SMA-2,0.8171,1,missed_emi,0
loan,9835.39,23,SMA-0,0.8072,0,insufficient_funds,0
loan,43075.36,34,SMA-1,0.7592,0,missed_emi,0
loan,38107.31,46,SMA-0,0.5779,2,insufficient_funds,0
transaction,4628.48,10,SMA-0,0.828,0,insufficient_funds,1
loan,11537.87,1,SMA-0,0.933,0,missed_emi,1
transaction,6667.7,11,SMA-0,0.6992,1,card_declined,0
transaction,19533.38,57,SMA-1,0.7543,1,bank_downtime,0
loan,16557.42,5,SMA-0,0.3383,4,insufficient_funds,0
transaction,9394.48,15,SMA-0,0.3815,4,bank_downtime,0
transaction,1085.39,27,SMA-0,0.8682,0,insufficient_funds,1
transaction,8245.94,5,SMA-0,0.4717,2,insufficient_funds,1
transaction,11640.74,15,SMA-0,0.698,1,insufficient_funds,1
loan,47890.61,99,NPA,0.4342,2,insufficient_funds,0
transaction,10576.35,1,SMA-0,0.2607,1,card_declined,0
loan,41859.83,60,SMA-1,0.2113,3,bank_downtime,0
loan,29620.74,32,SMA-1,0.7883,2,missed_emi,1
loan,6835.33,63,NPA,0.5305,2,bank_downtime,0
transaction,6642.66,53,SMA-2,0.606,1,otp_failure,0
loan,30899.73,17,SMA-0,0.6343,0,bank_downtime,1
transaction,19036.58,87,NPA,0.8903,1,insufficient_funds,0
loan,43660.87,42,SMA-1,0.6989,0,insufficient_funds,0
transaction,4952.93,83,SMA-2,0.1323,5,otp_failure,0
loan,14904.94,34,SMA-1,0.3497,2,insufficient_funds,0
loan,14052.78,116,SMA-2,0.7778,2,missed_emi,0
transaction,18488.73,76,SMA-2,0.674,1,otp_failure,1
transaction,17126.99,111,NPA,0.6535,1,insufficient_funds,0
loan,39869.75,45,SMA-0,0.8012,1,insufficient_funds,0
transaction,8158.33,40,SMA-1,0.7785,0,insufficient_funds,1
loan,27697.13,74,SMA-2,0.2544,2,bank_downtime,0
transaction,9554.47,93,NPA,0.204,4,otp_failure,0
transaction,5441.26,111,NPA,0.8342,0,bank_downtime,0
loan,27726.26,26,SMA-0,0.8449,1,bank_downtime,1
loan,6372.34,80,SMA-2,0.3824,2,insufficient_funds,1
loan,10931.47,16,SMA-0,0.7858,1,insufficient_funds,0
transaction,17788.5,48,SMA-1,0.3173,1,insufficient_funds,0
loan,38825.59,14,SMA-0,0.2832,3,insufficient_funds,0
transaction,8745.93,28,SMA-0,0.5275,2,insufficient_funds,0
loan,28271.77,103,NPA,0.3804,3,insufficient_funds,0
loan,21649.95,11,SMA-0,0.8142,0,missed_emi,1
transaction,14945.21,58,SMA-1,0.721,1,card_declined,0
transaction,15791.65,53,SMA-2,0.4164,2,card_declined,0
transaction,15384.06,9,SMA-0,0.7671,1,otp_failure,1
loan,37517.53,26,SMA-0,0.9192,1,insufficient_funds,1
transaction,4487.83,50,SMA-0,0.8414,0,card_declined,0
loan,20208.65,14,SMA-0,0.4945,3,insufficient_funds,0
transaction,9661.99,80,SMA-2,0.8395,1,otp_failure,0
loan,19885.68,113,NPA,0.5833,2,missed_emi,0
loan,38972.31,17,SMA-0,0.6542,0,missed_emi,0
transaction,6922.39,14,Standard,0.8104,1,card_declined,1
transaction,3195.53,39,SMA-1,0.7063,0,insufficient_funds,1
transaction,8281.29,72,SMA-2,0.6831,2,card_declined,0
loan,49096.15,22,Standard,0.4942,2,insufficient_funds,1
loan,15164.66,1,SMA-0,0.5644,1,missed_emi,1
transaction,12437.09,47,SMA-1,0.7374,0,otp_failure,0
loan,24483.79,109,NPA,0.3607,5,insufficient_funds,0
transaction,1884.98,32,SMA-1,0.4996,3,bank_downtime,0
transaction,10013.59,35,SMA-1,0.2404,2,card_declined,0
loan,36597.39,112,NPA,0.7039,3,insufficient_funds,0
transaction,10507.79,65,SMA-2,0.4028,1,card_declined,0
transaction,17506.07,69,SMA-2,0.1678,4,otp_failure,0
transaction,6134.27,50,SMA-1,0.7031,1,card_declined,1
transaction,2181.86,113,NPA,0.5277,3,insufficient_funds,0
transaction,18763.03,65,SMA-2,0.742,1,card_declined,0
transaction,7874.83,96,NPA,0.7766,1,insufficient_funds,0
loan,30938.25,66,SMA-1,0.3697,3,missed_emi,0
transaction,15944.06,71,SMA-2,0.8006,0,card_declined,0
transaction,6824.12,23,SMA-0,0.4905,0,otp_failure,1
transaction,14465.21,24,SMA-0,0.6767,2,bank_downtime,1
transaction,3140.67,77,SMA-2,0.6671,1,card_declined,0
